source_file,is_beta,is_lognormal,num_simulations,network_optimistic,network_pessimistic,network_most_likely,pert_critical,pert_sd,bb2_critical_mean,bb2_critical_sd,bb2_critical_p99,bb2_critical_p10,bb2_critical_p25,lognormal_critical_mean,lognormal_critical_sd,lognormal_critical_p99,lognormal_critical_p10,lognormal_critical_p25,sim_mean,sim_std,sim_min,sim_p10,sim_p25,sim_max,sim_p50,sim_p90,sim_p95,sim_p99,pert_p1,pert_p10,pert_p20,pert_p25,pert_p30,pert_p40,pert_p50,pert_p60,pert_p70,pert_p75,pert_p80,pert_p90,pert_p95,pert_p99,pert_p99_9,bb2_p1,bb2_p10,bb2_p20,bb2_p25,bb2_p30,bb2_p40,bb2_p50,bb2_p60,bb2_p70,bb2_p75,bb2_p80,bb2_p90,bb2_p95,bb2_p99,bb2_p99_9,lognormal_p1,lognormal_p10,lognormal_p20,lognormal_p25,lognormal_p30,lognormal_p40,lognormal_p50,lognormal_p60,lognormal_p70,lognormal_p75,lognormal_p80,lognormal_p90,lognormal_p95,lognormal_p99,lognormal_p99_9,sim_p1,sim_p20,sim_p30,sim_p40,sim_p60,sim_p70,sim_p75,sim_p80,sim_p99_9,SP,TF,AD,LA,simulation_runtime_seconds,distribution,mape_pert,mape_bb2,mape_lognormal,best_method,cluster_id
Set 1 SP_EV12,1,0,10000,10.5,42,21,22.75,3.172144385,22.75,2.625,29.04818668,19.40298509,20.90988273,22.76645782,4.053979425,35.1319071,18.20925268,19.87338782,23.19193525,2.775594535,15.47933917,19.76023137,21.23140483,34.61872675,22.92559225,26.92046264,28.10679373,30.46281727,12.14945183,15.32037235,17.37752783,18.26650484,19.11048877,20.7313595,22.33809397,24.00661967,25.82723766,26.83789569,27.95574503,30.80038598,32.96855268,36.39363426,39.08863844,17.06147219,19.40298509,20.48587054,20.90988273,21.29597113,22.00475208,22.67895694,23.3625312,24.10200665,24.51419939,24.974823,26.19117826,27.19386351,29.04818668,31.04614607,16.00706735,18.20925268,19.38233006,19.87338782,20.33746682,21.23455799,22.1468696,23.136717,24.28907536,24.97177626,25.7718454,28.09568366,30.27907539,35.1319071,42,17.78556585,20.8095599,21.5729822,22.24372454,23.68549892,24.50096756,24.97004025,25.50845598,32.82875241,0.069,0.444,0.333,0.075,1.1772531,beta,13.298816097916838,2.3549055275076842,6.956233675589086,bb2,0
Set 1 SP_EV120,1,0,10000,21.0,84,42,45.5,4.74341649,45.5,5.25,58.09637336,38.80597018,41.81976546,45.53291564,8.107958849,70.26381419,36.41850536,39.74677565,46.75141098,4.375155483,32.12904353,41.25122953,43.71529049,65.6481066,46.54471013,52.52285554,54.26103722,57.61491732,24.29890365,30.6407447,34.75505566,36.53300968,38.22097753,41.46271899,44.67618794,48.01323934,51.65447531,53.67579139,55.91149005,61.60077195,65.93710535,72.78726853,78.17727689,34.12294439,38.80597018,40.97174108,41.81976546,42.59194227,44.00950417,45.35791387,46.72506241,48.20401331,49.02839879,49.94964601,52.38235652,54.38772702,58.09637336,62.09229213,32.0141347,36.41850536,38.76466012,39.74677565,40.67493365,42.46911598,44.29373919,46.27343399,48.57815072,49.94355252,51.54369079,56.19136731,60.55815077,70.26381419,84,37.5703833,43.02723398,44.30965312,45.47201407,47.70972298,48.92074779,49.64624199,50.38882534,60.7953089,0.172,0.358,0.3,0.109,2.3344243,beta,16.153450623839316,2.8649755566656028,10.029743222684923,bb2,0
Set 1 SP_EV121,1,0,10000,14.5,58,29,31.41666667,3.491060011,31.41666667,3.625,40.11416256,26.79459845,28.87555234,31.43939414,5.598352539,48.51549075,25.14611085,27.44420223,31.44486153,3.49888108,19.39141627,26.99326792,28.98804114,45.07937139,31.34477583,36.04129989,37.43111623,39.75019647,16.77781443,21.15670467,23.99753843,25.22517335,26.39067496,28.62902026,30.84784405,33.15199859,35.66618534,37.06185596,38.60555265,42.53386635,45.52800131,50.25787589,53.97954833,23.56108065,26.79459845,28.2900117,28.87555234,29.40872204,30.38751478,31.31855958,32.26254309,33.28372347,33.85294202,34.48904129,36.16876998,37.55343056,40.11416256,42.87324933,22.10499777,25.14611085,26.76607484,27.44420223,28.08507323,29.32391342,30.5837723,31.95070442,33.54205645,34.48483388,35.58969126,38.79880124,41.81396125,48.51549075,58,23.81765027,28.44000783,29.4967266,30.44007842,32.24349553,33.24875469,33.82097965,34.41098224,41.96700523,0.172,0.85,0.65,0.01,0.6129599,beta,14.960670409616398,0.5016303884531612,8.194598484488862,bb2,3
Set 1 SP_EV122,1,0,10000,20.0,80,40,43.33333333,4.541475531,43.33333333,5.0,55.32987939,36.95806683,39.82834806,43.36468157,7.72186557,66.91791828,34.68429082,37.85407205,45.53254535,3.780240876,33.82260753,40.83331491,42.79598019,61.6067335,45.35992607,50.55506914,52.10244585,54.87786809,23.141813,29.18166162,33.10005301,34.79334255,36.40093098,39.4883038,42.54875042,45.72689461,49.1947384,51.11980132,53.24903814,58.66740186,62.79724319,69.32120812,74.45454941,32.49804227,36.95806683,39.02070579,39.82834806,40.56375454,41.91381349,43.19801321,44.50005943,45.9085841,46.69371313,47.57109144,49.88795859,51.79783526,55.32987939,59.13551632,30.4896521,34.68429082,36.91872392,37.85407205,38.73803204,40.44677712,42.18451352,44.06993713,46.26490545,47.56528811,49.08922932,53.51558791,57.67442931,66.91791828,80,37.70065473,42.25289982,43.3337028,44.41295549,46.30705839,47.39779275,48.02603264,48.72460889,58.38166599,0.172,0.242,0.3,0.133,4.805906,beta,16.79946472311246,4.724292269622625,11.289474784151814,bb2,0
Set 1 SP_EV123,1,0,10000,18.5,74,37,40.08333333,4.145780988,40.08333333,4.625,51.18013843,34.18621182,36.84122196,40.11233045,7.142725653,61.89907441,32.08296901,35.01501664,41.48902623,3.660366404,30.51213284,36.82927805,38.92452547,55.87094233,41.33965344,46.33670308,47.76412501,50.32377755,21.40617703,26.993037,30.61754904,32.18384186,33.67086116,36.52668102,39.35759414,42.29737752,45.50513302,47.28581622,49.25536028,54.26734672,58.08744995,64.12211751,68.87045821,30.0606891,34.18621182,36.09415286,36.84122196,37.52147295,38.77027748,39.95816222,41.16255498,42.4654403,43.19168465,44.00325958,46.14636169,47.91299762,51.18013843,54.70035259,28.20292819,32.08296901,34.14981963,35.01501664,35.83267964,37.41326884,39.020675,40.76469185,42.79503754,43.9978915,45.40753713,49.50191882,53.34884711,61.89907441,74,33.81422042,38.31250783,39.42870521,40.41365211,42.29266993,43.30008243,43.93103692,44.56120874,53.75020428,0.172,0.267,0.4,0.193,4.0361786,beta,16.49150184151172,3.559421802806518,10.571613900450336,bb2,0
Set 1 SP_EV124,1,0,10000,19.0,76,38,41.16666667,4.28660705,41.16666667,4.75,52.56338542,35.11016349,37.83693066,41.19644749,7.335772292,63.57202236,32.95007628,35.96136845,41.19325748,4.256635728,27.96199186,35.75009758,38.20862355,57.23513696,41.10372011,46.72219655,48.44526633,51.80191409,21.98472235,27.72257854,31.44505036,33.05367542,34.58088444,37.51388861,40.4213129,43.44054988,46.73500148,48.56381126,50.58658624,55.73403176,59.65738103,65.85514772,70.73182194,30.87314016,35.11016349,37.0696705,37.83693066,38.53556681,39.81812282,41.03811255,42.27505646,43.6131549,44.35902747,45.19253686,47.39356066,49.2079435,52.56338542,56.1787405,28.96516949,32.95007628,35.07278772,35.96136845,36.80113044,38.42443827,40.07528784,41.86644028,43.95166018,45.18702371,46.63476786,50.83980852,54.79070784,63.57202236,76,32.0096557,37.51217875,38.82078519,40.01512787,42.19990519,43.34080641,43.99981482,44.77084025,54.40700093,0.172,0.675,0.45,0.04,0.7517296,beta,15.731395704650604,1.2788046142284724,8.985940741719265,bb2,0
Set 1 SP_EV125,1,0,10000,21.0,84,42,45.5,4.472135955,45.5,5.25,58.09637336,38.80597018,41.81976546,45.53291564,8.107958849,70.26381419,36.41850536,39.74677565,46.17002794,4.24637811,32.95340289,40.80075592,43.27238385,62.03710818,46.04174907,51.7724602,53.34797703,56.36528652,24.29890365,30.6407447,34.75505566,36.53300968,38.22097753,41.46271899,44.67618794,48.01323934,51.65447531,53.67579139,55.91149005,61.60077195,65.93710535,72.78726853,78.17727689,34.12294439,38.80597018,40.97174108,41.81976546,42.59194227,44.00950417,45.35791387,46.72506241,48.20401331,49.02839879,49.94964601,52.38235652,54.38772702,58.09637336,62.09229213,32.0141347,36.41850536,38.76466012,39.74677565,40.67493365,42.46911598,44.29373919,46.27343399,48.57815072,49.94355252,51.54369079,56.19136731,60.55815077,70.26381419,84,36.77142954,42.54771681,43.83205142,44.94762851,47.1549672,48.35789736,49.02663421,49.74627806,59.66855297,0.172,0.45,0.45,0.048,1.885058,beta,16.631989291808416,2.4971172454184383,10.168333445420558,bb2,0
Set 1 SP_EV126,1,0,10000,20.0,80,40,43.33333333,4.650268809,43.33333333,5.0,55.32987939,36.95806683,39.82834806,43.36468157,7.72186557,66.91791828,34.68429082,37.85407205,44.60994905,4.164394579,31.36818587,39.35303409,41.65463637,60.96997933,44.42771157,50.09715544,51.77914491,54.69488914,23.141813,29.18166162,33.10005301,34.79334255,36.40093098,39.4883038,42.54875042,45.72689461,49.1947384,51.11980132,53.24903814,58.66740186,62.79724319,69.32120812,74.45454941,32.49804227,36.95806683,39.02070579,39.82834806,40.56375454,41.91381349,43.19801321,44.50005943,45.9085841,46.69371313,47.57109144,49.88795859,51.79783526,55.32987939,59.13551632,30.4896521,34.68429082,36.91872392,37.85407205,38.73803204,40.44677712,42.18451352,44.06993713,46.26490545,47.56528811,49.08922932,53.51558791,57.67442931,66.91791828,80,35.61639208,41.03278995,42.25589807,43.37393844,45.50236903,46.72123538,47.37227121,48.12626473,58.34857275,0.172,0.233,0.1,0.102,3.678181,beta,16.05289053108673,2.9172912085509903,9.981874076015997,bb2,0
Set 1 SP_EV127,1,0,10000,15.5,62,31,33.58333333,3.64862988,33.58333333,3.875,42.88065652,28.6425018,30.86696975,33.60762821,5.984445817,51.86138667,26.88032539,29.33690584,37.32863046,2.934435235,27.40678382,33.69313086,35.32147693,49.45448337,37.22813642,41.14617711,42.35046017,44.6547959,17.93490508,22.61578776,25.65254108,26.96484048,28.21072151,30.60343545,32.97528158,35.43834332,38.12592226,39.61784603,41.26800456,45.46723644,48.66786347,53.72393629,57.7022758,25.18598276,28.6425018,30.24104699,30.86696975,31.43690977,32.48320546,33.47846024,34.48754606,35.57915268,36.18762768,36.86759586,38.6631679,40.14332233,42.88065652,45.83002515,23.62948038,26.88032539,28.61201104,29.33690584,30.02197483,31.34625227,32.69299798,34.15420128,35.85530172,36.86309829,38.04415273,41.47458063,44.69768271,51.86138667,62,30.91060106,34.86221724,35.72202606,36.49083355,37.95458453,38.75561124,39.2494914,39.75566411,47.12371088,0.172,0.133,0.3,0.24,10.9725941,beta,16.979321080930227,9.51921447734596,13.520884887064863,bb2,0
Set 1 SP_EV128,1,0,10000,21.5,86,43,46.58333333,4.616546328,46.58333333,5.375,59.47962034,39.72992185,42.81547417,46.61703268,8.301005488,71.93676215,37.28561263,40.69312745,49.78991985,3.935170141,37.50160265,44.82313238,46.9959232,64.8805669,49.67256308,54.99452993,56.51895223,59.48307041,24.87744898,31.37028624,35.58255699,37.40284324,39.13100081,42.44992659,45.7399067,49.15641171,52.88434377,54.95378642,57.242716,63.067457,67.50703643,74.52029873,80.03864062,34.93539544,39.72992185,41.94725873,42.81547417,43.60603613,45.05734951,46.4378642,47.83756389,49.35172791,50.19574162,51.13892329,53.62955548,55.68267291,59.47962034,63.57068004,32.77637601,37.28561263,39.68762821,40.69312745,41.64338445,43.48028541,45.34835203,47.37518242,49.73477336,51.13268472,52.77092152,57.52925701,62.00001151,71.93676215,86,41.33331425,46.40655752,47.58825824,48.63689002,50.65056568,51.75422872,52.38071458,53.0899815,62.38280196,0.172,0.117,0.15,0.196,7.5826169,beta,17.16955350164774,6.099998999155683,12.244149530385851,bb2,0
Set 1 SP_EV129,1,0,10000,23.0,92,46,49.83333333,5.15994186,49.83333333,5.75,63.62936129,42.50177686,45.80260027,49.8693838,8.880145406,76.95560602,39.88693444,43.53218285,52.37868,4.389737674,38.49444632,46.79862724,49.30609694,71.49548834,52.23967528,58.04233102,59.77190155,63.04031239,26.61308495,33.55891086,38.06506096,40.01234393,41.86107063,45.41154937,48.93106298,52.5859288,56.57394915,58.78777152,61.23639387,67.46751214,72.21682967,79.71938934,85.62273183,37.37274861,42.50177686,44.87381166,45.80260027,46.64831772,48.20088552,49.67771519,51.17506835,52.79487172,53.6977701,54.70675515,57.37115237,59.56751055,63.62936129,68.00584376,35.06309991,39.88693444,42.45653251,43.53218285,44.54873685,46.51379369,48.51219054,50.6804277,53.20464127,54.70008133,56.45261372,61.5429261,66.32559371,76.95560602,92,42.79022675,48.59876234,49.97502355,51.20027622,53.40890884,54.6519672,55.35563279,56.06298688,67.13199538,0.172,0.2,0.3,0.229,11.415275,beta,16.802834466585164,4.717371944130636,11.338107261618621,bb2,0
Set 1 SP_EV13,1,0,10000,11.0,44,22,23.83333333,3.221024682,23.83333333,2.75,30.43143366,20.32693676,21.90559143,23.85057486,4.247026064,36.80485505,19.07635995,20.81973963,25.4677642,2.511772689,17.97514388,22.37103253,23.65783721,36.25388702,25.32992751,28.74890891,29.76807852,31.90830055,12.72799715,16.04991389,18.20502916,19.1363384,20.02051204,21.71856709,23.40181273,25.14979204,27.05710612,28.11589073,29.28697098,32.26707102,34.53848376,38.12666447,40.95000218,17.87392325,20.32693676,21.46138819,21.90559143,22.310065,23.05259742,23.75890727,24.47503269,25.24972126,25.68154222,26.16410029,27.43837722,28.48880939,30.43143366,32.52453397,16.76930865,19.07635995,20.30529816,20.81973963,21.30591762,22.24572742,23.20148243,24.23846542,25.445698,26.16090846,26.99907613,29.43357335,31.72093612,36.80485505,44,20.21404693,23.29743338,24.0294653,24.69477015,25.98778414,26.72679781,27.12957611,27.54193719,33.85226009,0.069,0.519,0.5,0.067,0.8824163,beta,15.050479846559508,6.340220024849202,10.506193531757019,bb2,0
Set 1 SP_EV130,1,0,10000,17.0,68,34,36.83333333,3.691205765,36.83333333,4.25,47.03039748,31.41435681,33.85409585,36.85997933,6.563585735,56.88023054,29.4816472,32.17596124,37.96262695,3.151873903,28.06673506,34.00976442,35.74520883,51.06193551,37.83703496,42.14215392,43.31186499,45.93943804,19.67054105,24.80441238,28.13504506,29.57434117,30.94079134,33.56505823,36.16643786,38.86786042,41.81552764,43.45183112,45.26168242,49.86729158,53.37765671,58.9230269,63.286367,27.62333593,31.41435681,33.16759992,33.85409585,34.47919136,35.62674147,36.71831123,37.82505052,39.02229649,39.68965616,40.43542772,42.4047648,44.02815997,47.03039748,50.26518887,25.91620428,29.4816472,31.38091533,32.17596124,32.92732724,34.37976056,35.85683649,37.45944656,39.32516963,40.4304949,41.72584493,45.48824973,49.02326491,56.88023054,68,31.38525049,35.23828871,36.15809727,37.02832255,38.65391004,39.50365608,40.01429717,40.57061773,48.29694075,0.172,0.233,0.25,0.126,3.1777716,beta,17.162667276052847,3.693592453361465,11.077366928235875,bb2,0
Set 1 SP_EV131,1,0,10000,19.0,76,38,41.16666667,4.198213906,41.16666667,4.75,52.56338542,35.11016349,37.83693066,41.19644749,7.335772292,63.57202236,32.95007628,35.96136845,41.42111366,4.089150301,29.27253984,36.28378502,38.53733134,59.19863357,41.26920541,46.76981875,48.41054371,51.40951736,21.98472235,27.72257854,31.44505036,33.05367542,34.58088444,37.51388861,40.4213129,43.44054988,46.73500148,48.56381126,50.58658624,55.73403176,59.65738103,65.85514772,70.73182194,30.87314016,35.11016349,37.0696705,37.83693066,38.53556681,39.81812282,41.03811255,42.27505646,43.6131549,44.35902747,45.19253686,47.39356066,49.2079435,52.56338542,56.1787405,28.96516949,32.95007628,35.07278772,35.96136845,36.80113044,38.42443827,40.07528784,41.86644028,43.95166018,45.18702371,46.63476786,50.83980852,54.79070784,63.57202236,76,32.6512185,37.89194283,39.12761038,40.23173287,42.35696327,43.48647742,44.10268036,44.86918795,55.05086451,0.172,0.325,0.25,0.045,3.0594141,beta,15.987023064026737,1.6553008991115448,9.343169384216292,bb2,0
Set 1 SP_EV132,1,0,10000,20.0,80,40,43.33333333,4.430011287,43.33333333,5.0,55.32987939,36.95806683,39.82834806,43.36468157,7.72186557,66.91791828,34.68429082,37.85407205,44.64370845,3.898164508,31.58872498,39.70092854,41.91486669,59.73860055,44.51803434,49.76911581,51.33931549,54.32624181,23.141813,29.18166162,33.10005301,34.79334255,36.40093098,39.4883038,42.54875042,45.72689461,49.1947384,51.11980132,53.24903814,58.66740186,62.79724319,69.32120812,74.45454941,32.49804227,36.95806683,39.02070579,39.82834806,40.56375454,41.91381349,43.19801321,44.50005943,45.9085841,46.69371313,47.57109144,49.88795859,51.79783526,55.32987939,59.13551632,30.4896521,34.68429082,36.91872392,37.85407205,38.73803204,40.44677712,42.18451352,44.06993713,46.26490545,47.56528811,49.08922932,53.51558791,57.67442931,66.91791828,80,36.33745514,41.29874372,42.48459843,43.47981868,45.50865265,46.57423929,47.18772287,47.89150054,57.58541913,0.172,0.233,0.25,0.126,3.0048708,beta,16.68634378562962,3.3392982859563634,10.610341932636679,bb2,0
Set 1 SP_EV133,1,0,10000,19.0,76,38,41.16666667,4.242640687,41.16666667,4.75,52.56338542,35.11016349,37.83693066,41.19644749,7.335772292,63.57202236,32.95007628,35.96136845,41.14321478,4.246279766,27.83742209,35.75703663,38.20070019,57.33827546,41.0070487,46.68633609,48.33274716,51.39710441,21.98472235,27.72257854,31.44505036,33.05367542,34.58088444,37.51388861,40.4213129,43.44054988,46.73500148,48.56381126,50.58658624,55.73403176,59.65738103,65.85514772,70.73182194,30.87314016,35.11016349,37.0696705,37.83693066,38.53556681,39.81812282,41.03811255,42.27505646,43.6131549,44.35902747,45.19253686,47.39356066,49.2079435,52.56338542,56.1787405,28.96516949,32.95007628,35.07278772,35.96136845,36.80113044,38.42443827,40.07528784,41.86644028,43.95166018,45.18702371,46.63476786,50.83980852,54.79070784,63.57202236,76,31.90391236,37.47797158,38.82864133,39.96716431,42.14341683,43.33040149,44.02916233,44.67524332,54.08587799,0.172,0.892,0.7,0.01,0.8624382,beta,15.85474163318413,1.3747596784209428,9.084329069250725,bb2,3
Set 1 SP_EV134,1,0,10000,21.0,84,42,45.5,4.808846015,45.5,5.25,58.09637336,38.80597018,41.81976546,45.53291564,8.107958849,70.26381419,36.41850536,39.74677565,47.29239749,4.547195844,31.99903247,41.43131722,44.11668027,69.33055453,47.26372686,53.16144981,54.85891986,58.11130504,24.29890365,30.6407447,34.75505566,36.53300968,38.22097753,41.46271899,44.67618794,48.01323934,51.65447531,53.67579139,55.91149005,61.60077195,65.93710535,72.78726853,78.17727689,34.12294439,38.80597018,40.97174108,41.81976546,42.59194227,44.00950417,45.35791387,46.72506241,48.20401331,49.02839879,49.94964601,52.38235652,54.38772702,58.09637336,62.09229213,32.0141347,36.41850536,38.76466012,39.74677565,40.67493365,42.46911598,44.29373919,46.27343399,48.57815072,49.94355252,51.54369079,56.19136731,60.55815077,70.26381419,84,37.28355901,43.38414371,44.80501182,46.05299353,48.49112075,49.67994723,50.35211997,51.09249524,61.96912808,0.172,0.425,0.3,0.077,1.5231088,beta,15.770658295176226,3.5344873219515764,10.073824352157088,bb2,0
Set 1 SP_EV135,1,0,10000,21.0,84,42,45.5,4.444097209,45.5,5.25,58.09637336,38.80597018,41.81976546,45.53291564,8.107958849,70.26381419,36.41850536,39.74677565,47.61382338,4.049977004,33.67313729,42.46605144,44.85107168,62.65111651,47.49059572,52.84915393,54.52678587,57.568946,24.29890365,30.6407447,34.75505566,36.53300968,38.22097753,41.46271899,44.67618794,48.01323934,51.65447531,53.67579139,55.91149005,61.60077195,65.93710535,72.78726853,78.17727689,34.12294439,38.80597018,40.97174108,41.81976546,42.59194227,44.00950417,45.35791387,46.72506241,48.20401331,49.02839879,49.94964601,52.38235652,54.38772702,58.09637336,62.09229213,32.0141347,36.41850536,38.76466012,39.74677565,40.67493365,42.46911598,44.29373919,46.27343399,48.57815072,49.94355252,51.54369079,56.19136731,60.55815077,70.26381419,84,38.7077164,44.26512008,45.4103843,46.43893437,48.52664647,49.65892212,50.27798827,50.99818473,60.50618417,0.172,0.375,0.4,0.155,3.5710871,beta,16.811351062334452,4.430038623973064,11.191238925714975,bb2,0
Set 1 SP_EV136,1,0,10000,16.5,66,33,35.75,4.115519408,35.75,4.125,45.64715049,30.49040514,32.85838715,35.77586229,6.370539096,55.20728258,28.61453993,31.22960944,36.65943279,3.670485766,24.85832302,32.00406469,34.04833824,52.20040611,36.48531013,41.48500119,42.96501841,45.55411853,19.09199573,24.07487084,27.30754373,28.7045076,30.03076806,32.57785064,35.1027191,37.72468806,40.58565918,42.17383609,43.93045647,48.40060653,51.80772563,57.1899967,61.42500327,26.81088487,30.49040514,32.19208228,32.85838715,33.46509749,34.57889613,35.6383609,36.71254903,37.87458189,38.52231333,39.24615043,41.15756583,42.73321409,45.64715049,48.78680096,25.15396298,28.61453993,30.45794723,31.22960944,31.95887644,33.36859113,34.80222365,36.35769814,38.168547,39.24136269,40.49861419,44.15036003,47.58140418,55.20728258,66,28.98511377,33.50007529,34.58978932,35.59005999,37.43413585,38.50808267,39.12158598,39.77600068,48.82801488,0.172,0.45,0.35,0.059,1.9064684,beta,15.435433176260762,2.4065452797777676,9.269162850365689,bb2,0
Set 1 SP_EV137,1,0,10000,19.0,76,38,41.16666667,4.257346591,41.16666667,4.75,52.56338542,35.11016349,37.83693066,41.19644749,7.335772292,63.57202236,32.95007628,35.96136845,41.30263769,4.176920898,28.37855804,35.94350194,38.31260014,57.5108098,41.21193579,46.74956119,48.36245705,51.42387515,21.98472235,27.72257854,31.44505036,33.05367542,34.58088444,37.51388861,40.4213129,43.44054988,46.73500148,48.56381126,50.58658624,55.73403176,59.65738103,65.85514772,70.73182194,30.87314016,35.11016349,37.0696705,37.83693066,38.53556681,39.81812282,41.03811255,42.27505646,43.6131549,44.35902747,45.19253686,47.39356066,49.2079435,52.56338542,56.1787405,28.96516949,32.95007628,35.07278772,35.96136845,36.80113044,38.42443827,40.07528784,41.86644028,43.95166018,45.18702371,46.63476786,50.83980852,54.79070784,63.57202236,76,32.4927935,37.67161396,38.90826053,40.05662614,42.25874448,43.449823,44.11093505,44.88988674,53.86471533,0.172,0.633,0.35,0.041,0.8031984,beta,15.996497298801716,1.5604298680040989,9.309165901826185,bb2,0
Set 1 SP_EV138,1,0,10000,23.0,92,46,49.83333333,4.834769901,49.83333333,5.75,63.62936129,42.50177686,45.80260027,49.8693838,8.880145406,76.95560602,39.88693444,43.53218285,50.09153017,4.698813781,33.05892458,44.02235699,46.87034096,69.29836634,50.00028591,56.16490588,58.07165407,61.26333671,26.61308495,33.55891086,38.06506096,40.01234393,41.86107063,45.41154937,48.93106298,52.5859288,56.57394915,58.78777152,61.23639387,67.46751214,72.21682967,79.71938934,85.62273183,37.37274861,42.50177686,44.87381166,45.80260027,46.64831772,48.20088552,49.67771519,51.17506835,52.79487172,53.6977701,54.70675515,57.37115237,59.56751055,63.62936129,68.00584376,35.06309991,39.88693444,42.45653251,43.53218285,44.54873685,46.51379369,48.51219054,50.6804277,53.20464127,54.70008133,56.45261372,61.5429261,66.32559371,76.95560602,92,39.75802372,46.02637125,47.59729599,48.79295869,51.18880478,52.47852911,53.2787513,54.05858446,64.44953778,0.172,0.458,0.35,0.059,2.4453739,beta,16.766100516430324,2.320456500737339,10.117111394258936,bb2,0
